name,videoUrl,imageUrl,instruction,componentIds,categories,prescriptions,patterns,bodyRegions,equipment,loadingSides,locations,liftPriorities,movementDirections,Column1,disabled
Caterpillar Walk,https://iamaspire.aspire.qa/ExerciseVideo/Caterpillar Walk.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_da4a5898-1f5f-40fd-ac27-efcec7bec91a.png,Keep the leg fully extended. Squeeze the glute while walk with your hands controlled. Once the arms are extended|| start to walk with your feet.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,total,bodyweight:pull-up-bar,quadruped,"pitch,gym,mobile",,,,TRUE
Chest Fly - KS,https://iamaspire.aspire.qa/ExerciseVideo/Chest Fly - KS.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_44faccb5-214c-4579-ba96-c525279c66c9.png,"Chest out, one leg advanced to other, try to push as fast as you can",strength:general:con-ecc,strength:corrective:spine,ext-load-bil,press,upper,free-weight:weightlifting-belt,bilateral,gym,,,,FALSE
Chest Press Throws to Wall - MB,https://iamaspire.aspire.qa/ExerciseVideo/Chest Press Throws to Wall - MB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_89d4c6cd-f26e-4656-b8d1-3e63915664b6.png,"Chest out ,squeeze the core while moving ,and trough and catch the ball as fast and strong that you can.",strength:general:con-ecc,strength:corrective:spine,ext-load-bil,press,upper,functional:partner,bilateral,gym,,,,FALSE
Chin Up,https://iamaspire.aspire.qa/ExerciseVideo/Chin Up.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_ff287cde-1bbc-4c09-9eb3-b647992f57c1.png,Chest out and squeeze the core. Avoid movement of the legs. Lower the body slowly and fully extend the elbow.,strength:general:con-ecc,strength:corrective:spine,ext-load-bil,pull,"upper,core",bodyweight:pull-up-bar,bilateral,gym,,,,FALSE
Chin Up [ECC],https://iamaspire.aspire.qa/ExerciseVideo/Chin Up [ECC].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_dfabcf7c-f1c4-4b26-a136-9f4030fffce8.png,Chest out and squeeze the core. Avoid movement of the legs. Lower the body slowly and fully extend the elbow.,strength:general:eccentric,strength:corrective:spine,ext-load-bil,pull,"upper,core",bodyweight:pull-up-bar,bilateral,gym,,,,FALSE
Chin Up [ISO hold],https://iamaspire.aspire.qa/ExerciseVideo/Chin Up [ISO hold].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_95188665-d599-4593-a542-ba319d216d13.png,Chest out and squeeze the core. Avoid movement of the legs. Hold for 5 seconds at each point.,strength:general:isometric,strength:corrective:spine,ext-load-bil,pull,"upper,core",bodyweight:pull-up-bar,bilateral,gym,,,,FALSE
CMJ,https://iamaspire.aspire.qa/ExerciseVideo/CMJ.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_959be852-320f-4170-9eba-598071c69f62.png,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the full extension of the knees in the air.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,"total,lower",bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ - BB,https://iamaspire.aspire.qa/ExerciseVideo/CMJ - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_005cfb59-fcb1-41f7-8d38-6c077d6593ae.png,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the torsion in the air..,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ [continuous],https://iamaspire.aspire.qa/ExerciseVideo/CMJ [continuous].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_0911622c-dc59-4a2a-9d2a-2ef869ba3e3c.png,Trunk lean forward|| hip and knee semi-flexed. Chest out|| squeeze the core. Full extension of the knees in the air and quick contact with the floor.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,functional:hurdle,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ [HoH],https://iamaspire.aspire.qa/ExerciseVideo/CMJ [HoH].mp4,,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the full extension of the knees in the air.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,functional:keiser,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ [HoH] - OJ,https://iamaspire.aspire.qa/ExerciseVideo/CMJ [HoH] - OJ.mp4,,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the full extension of the knees in the air.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ [horizontal],https://iamaspire.aspire.qa/ExerciseVideo/CMJ [horizontal].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_82fedbb4-fc1d-4fc1-895b-9ed1adb7141c.png,Trunk lean forward|| hip and knee semi-flexed. Chest out|| squeeze the core. Full extension of the knees in the air and quick contact with the floor.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ 180°,https://iamaspire.aspire.qa/ExerciseVideo/CMJ 180°.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_89938b0b-91d9-4ba3-8bf5-f01e59399e7d.png,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the full extension of the knees in the air.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ 90°,https://iamaspire.aspire.qa/ExerciseVideo/CMJ 90°.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_3262d22f-6549-41d9-b376-e04bc9adbcd1.png,From an upright standing position|| starts to downward the movement by flexing at the knees and hips|| then immediately extends the knees and hips again to jump vertically up off the ground and rotate to the left/right side to land and stick,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ over Hurdles,https://iamaspire.aspire.qa/ExerciseVideo/CMJ over Hurdles.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_0a5dbaa5-ef18-4f8e-b3e6-8330d768225e.png,Trunk lean forward|| hip and knee semi-flexed. Chest out|| squeeze the core. Full extension of the knees in the air and quick contact with the floor.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
CMJ Test - FD,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,,bipedal,gym,,,,FALSE
CMJ to Box,https://iamaspire.aspire.qa/ExerciseVideo/CMJ to Box.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_59ca0150-4a6b-4149-8c79-9a3ac453c765.png,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the full extension of the knees in the air.,strength:power:jumping,strength:power:jumping,ext-load-bil,jump,lower,bodyweight:pull-up-bar,bipedal,"pitch,gym,mobile",,,,FALSE
Cossack Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/Cossack Squat - BW.mp4,,Trunk lean forward|| hip and knee semi-flexed. Chest out and squeeze the core while moving. Focus on the lateral extension of the leg.,strength:general:con-ecc,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,monopedal,"pitch,gym,mobile",,,,FALSE
Crab Walk,https://iamaspire.aspire.qa/ExerciseVideo/Crab Walk.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_2dc47b3a-d9c8-4842-9756-76a25ed2a39d.png,Engage the core muscle and keep the back flat. Focus on the hips being off the ground. Face the sky.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,"total,core",bodyweight:pull-up-bar,quadruped,"pitch,gym,mobile",,,,FALSE
Cross Trainer Machine,https://iamaspire.aspire.qa/ExerciseVideo/Cross Trainer Machine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8658a81c-9eb7-42e6-8354-f8d108c9861d.png,Keep a constant rythem. Breath in through your nose. Breath out through your mouth.,endurance:aerobic-capacity,strength:corrective:spine,ext-load-bil,run,upper,,bilateral,"pitch,gym,mobile",,,,FALSE
Crossover & Side Step Back(Arm) - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/Crossover & Side Step Back(Arm) - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_b5a7e2a9-dd6d-4c87-b33c-b81e95888824.png,"squeeze the core while moving, do it as fast as you can.",strength:power:fast-general,strength:corrective:spine,ext-load-uni,torsion,upper,bodyweight:pull-up-bar,bilateral,gym,,,,FALSE
Crossover Step to Box(Arm) - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/Crossover Step to Box(Arm) - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5a033fc0-8bc3-4f93-8474-86c3f5fed97a.png,"squeeze the core while moving, do it as fast as you can.",strength:power:fast-general,strength:corrective:spine,ext-load-uni,torsion,total,bodyweight:pull-up-bar,bilateral,gym,,,,FALSE
Dead Hang Hold,https://iamaspire.aspire.qa/ExerciseVideo/Dead Hang Hold.mp4,,"squeeze the core ,look forward.",strength:general:isometric,strength:corrective:spine,ext-load-bil,press,"upper,core",,bilateral,"pitch,gym,mobile",,,,FALSE
Deadbug,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_240c0a14-a49d-4b57-9322-f5540f232bcc.png,Chest out|| keep lower back flat on the ground during whole movement. Breath out long and steady while the leg extension.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,core,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",assistance,,,FALSE
Deadbug - KB SA OH,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug - KB SA OH.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_96433fdc-86de-498f-b4aa-ab4c579b3fd5.png,Chest out|| keep lower back flat on the ground during whole movement. Breath out long and steady while the leg extension.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,core,free-weight:medicine-ball,bilateral,"pitch,gym,mobile",assistance,,,FALSE
Deadbug [Weighted Arms],https://iamaspire.aspire.qa/ExerciseVideo/Deadbug [Weighted Arms].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_68579124-56e9-45d6-84e6-b85026d2f961.png,Chest out|| keep lower back flat on the ground during whole movement. Breath out long and steady while the leg extension.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,core,free-weight:medicine-ball,bilateral,"pitch,gym,mobile",,,,FALSE
Deadbug Barrel Roll,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug Barrel Roll.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d665a2aa-b1ef-49ec-91db-02420697b8fe.png,Push your hands against the knees all time. Keep shoulder and hip square while you move. Chest out and squeeze to avoid rotation.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,core,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,FALSE
Deadbug Plate Pullover w MB ADD Squeeze - DI,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug Plate Pullover w MB ADD Squeeze - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_86eb5ca1-e456-465b-bdf8-2cb453422b7e.png,Chest out| keep lower back flat on the ground. Squeeze the ball between your knees while the arms extension. Breath out while the arm extension.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,core,free-weight:medicine-ball,bilateral,"pitch,gym,mobile",,,,FALSE
Deadbug Roll,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug Roll.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6f0e2884-5fae-4925-9400-e9832eb885f7.png,Chest out keep lower back flat on the ground during whole movement. Breath out long and steady while the torsion.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,core,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,FALSE
Deadbug SL Extension,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug SL Extension.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d21e293b-33ec-4239-a9de-02f40dd0e667.png,Chest out|| keep lower back flat on the ground. Slowly extend the leg/arms and keep in position for few second. Breath out while the leg extension.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,core,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,FALSE
Deadbug SL Extension - Miniband,https://iamaspire.aspire.qa/ExerciseVideo/Deadbug SL Extension - Miniband.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_bb4d1b87-58b9-4531-a821-f63abd29f0a2.png,Chest out|| keep lower back flat on the ground. Slowly extend the leg/arms and keep in position for few second. Breath out while the leg extension.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,core,free-weight:resistance-bands,bilateral,"pitch,gym,mobile",,,,FALSE
Deadlift - BB,https://iamaspire.aspire.qa/ExerciseVideo/Deadlift - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_031a4de3-228d-44d5-91b7-d21a008884e9.png,,strength:general:con-ecc,strength:corrective:spine,ext-load-bil,dl-hinge,total,strength:barbells:olympic,,gym,,,,FALSE
Deadlift - KB,https://iamaspire.aspire.qa/ExerciseVideo/Deadlift - KB.mp4,,,strength:general:con-ecc,strength:corrective:spine,ext-load-bil,dl-hinge,total,bodyweight:pull-up-bar,,gym,assistance,,,FALSE
Deadlift - TB,https://iamaspire.aspire.qa/ExerciseVideo/Deadlift - TB.mp4,,,strength:general:con-ecc,strength:corrective:spine,ext-load-bil,dl-hinge,total,strength:barbells:olympic,,gym,supplemental,,,FALSE
Deadlift + RDL Combo - BB,https://iamaspire.aspire.qa/ExerciseVideo/DeadliftRDLCombo-BB.mp4,,"Standing position, chest out, catch the bar like if you go to seat on the chair, push up with the bar very near to the body always.",strength:general:con-ecc,strength:corrective:spine,ext-load-bil,dl-hinge,"total,core",bodyweight:pull-up-bar,bilateral,gym,supplemental,,,FALSE
Decel + COD 180 - EC,https://iamaspire.aspire.qa/ExerciseVideo/DecelCOD180-EC.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_f8e9ba4f-551e-4e4e-9e27-01b35bdcf3af.png,Accelerate with elastic cord assistance and perform elastic cord resisted 180-degree pivot turn. Approach with optimal speed and turn with full effort.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,,free-weight:power-band,,,,,,TRUE
Deep Back Squat - BB,https://iamaspire.aspire.qa/ExerciseVideo/Deep Back Squat - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_e0da274a-dfc9-46a9-809b-e3d55a6ceead.png,Brace trunk and start flexing at the ankles|| knees and hips until thighs break parallel to the ground|| keep heels on the floor|| maintain a neutral spine position and ascent with powerful extension,strength:general:con-ecc,strength:corrective:spine,ext-load-bil,"squat, squat",lower,bodyweight:pull-up-bar,,gym,supplemental,,,FALSE
Deep Squat Backward Walk,https://iamaspire.aspire.qa/ExerciseVideo/Deep Squat Backward Walk.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_582a1dd0-98f9-4d1b-9f6a-fa5fec145e5b.png,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",assistance,,,TRUE
Deep Squat Forward Walk,https://iamaspire.aspire.qa/ExerciseVideo/Deep Squat Forward Walk.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5df61df4-acee-486b-86c4-e571147fa107.png,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",assistance,,,TRUE
Deep Squat Lateral Walk,https://iamaspire.aspire.qa/ExerciseVideo/Deep Squat Lateral Walk.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_7b48d47c-86aa-4c68-afee-cea9b2ae43c4.png,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,"gym,pitch,mobile",assistance,,,TRUE
Diagonal Rollout - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/Diagonal Rollout - Landmine.mp4,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,bodyweight:pull-up-bar,,"pitch,gym,mobile",assistance,,,TRUE
DJ [HoH] - Box,https://iamaspire.aspire.qa/ExerciseVideo/DJ [HoH] - Box.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_185b4546-83f8-49b6-8596-81db3da47eca.png,Trunk lean forward|| hip and knee semi-flexed. Chest out|| squeeze the core while moving. Quick contact with the floor and explosive extension of knees.,strength:power:jumping,strength:corrective:spine,ext-load-bil,jump,"lower,lower",bodyweight:pull-up-bar,bilateral,"gym,gym,pitch,mobile",supplemental,linear,,FALSE
DJ + Hurdle & Cut Accel,https://iamaspire.aspire.qa/ExerciseVideo/DJHurdle&CutAccel.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c1d04a63-a2e2-4e42-9900-2d6d232172d3.png,Jump off the box and rebound over the hurdle and accelerate diagonal with cutting manoeuvre. Maximize stiffness during ground contacts.,strength:power:jumping,strength:corrective:spine,ext-load-bil,jump,lower,strength:dumbbells:regular,bilateral,gym,supplemental,linear,,FALSE
DJ to Box,https://iamaspire.aspire.qa/ExerciseVideo/DJ to Box.mp4,,Trunk lean forward|| hip and knee semi-flexed. Chest out|| squeeze the core while moving. Quick contact with the floor and explosive extension of knees,strength:power:jumping,strength:corrective:spine,ext-load-bil,squat,upper,,bilateral,"pitch,gym,mobile",,,,FALSE
DJ to Broad Jump,https://iamaspire.aspire.qa/ExerciseVideo/DJ to Broad Jump.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4d2029bb-0649-4521-89a2-8ee93a469492.png,Trunk lean forward|| hip and knee semi-flexed. Chest out|| squeeze the core while moving. Quick contact with the floor and explosive extension of knees.,strength:power:jumping,strength:corrective:spine,ext-load-bil,squat,lower,,bilateral,gym,assistance,linear,,FALSE
